content,clean_content,score,label,predicted_sentiment,platform
"Mengecewakan, semenjak pengiriman nya pakai spx express sering gagal dan ditolak pembeli padahal kurir belum ada menghubungi saya, kedepannya saya tidak akan belanja lagi di shopee dan beralih ke yang lain, sudah banyak saya lihat kasus yg sama seperti saya dan sampai sekarang masalah seperti ini belum jg teratasi. Shopee sungguh sangat mengecewakan!!!!!!",kecewa semenjak kirim nya pakai spx express sering gagal tolak beli padahal kurir ada hubung depan tidak belanja di shopee alih sudah banyak lihat kasus yang sama saya sampai sekarang masalah ini juga atas shopee sungguh sangat kecewa,1.0,Negatif,Negatif,Shopee
Sudah 1 bulan tidak ada verifikasi,bulan ada verifikasi,3.0,Netral,Netral,Tokopedia
"Sekarang pengriman Shopie sering terlambat gk kyak dulu yg tepat waktu paket saya udah melewati estimasi 3 hari belum nyampek juga kurir nya sekarang pada males""...",sekarang rim shopie sering lambat kyak dulu tepat waktu paket sudah lewat estimasi hari nyampek kurir nya sekarang males,1.0,Negatif,Negatif,Shopee
Tidak pernah kecewa belanja di shopee,pernah kecewa belanja shopee,5.0,Positif,Positif,Shopee
Terima kasih shopee Barangnya murah murah Cara pesan nya juga gampang,terima kasih shopee barang murah murah cara pesan nya gampang,5.0,Positif,Positif,Shopee
Barang nya sopi bagus...hanya saja mode pengiriman sangat lama,barang nya sopi bagus saja mode kirim sangat lama,5.0,Positif,Positif,Shopee
"Min aku menunggu pesanan yang katanya datang tanggal 8 pas saya lacak katanya pesanan ditunda, padahal saya masih stay dirumah dan tidak kemana mana, kurir yang menunda pesanan hanya memberikan foto pesanan saya saja bukan bukti foto rumah saya bila dia sudah sampai, tolong berikan fitur bintang pada kurir yang suka menunda nunda pesanan ini min, biar mereka tetap bekerja secara profesional dan tidak merugikan kami. yang harusnya saya bisa tidur habis belajar malah harus nunggu pesanan, ngeselin",min aku tunggu pesan kata datang tanggal pas lacak kata pesan tunda padahal masih stay rumah tidak mana kurir tunda pesan beri foto pesan saja bukan bukti foto rumah bila sudah tolong ikan fitur bintang kurir suka tunda nunda pesan min biar tetap kerja profesional tidak rugi yang harus bisa tidur habis ajar malah nunggu pesan ngeselin,1.0,Negatif,Negatif,Shopee
aplikasi ini sangat membantu dalam hal apapun mantap pokoknya 👍,aplikasi sangat bantu hal apa bagus pokok,5.0,Positif,Positif,Shopee
Buset dahhh ongkirnya mahl mahal. Iya si pengguna baru dapet traktiran tapi ongkirnyaaa gilaaa. Di shopee aja 13k_27k aja/kg apalagi lazada murah bet. Ini bisa sampe 50k buset gak niat traktir apa gmna ayaa,buset dahhh ongkirnya mahl mahal iya si guna baru dapet traktir ongkirnyaaa gilaaa shopee k k kg lazada murah bet bisa sampe k buset niat traktir apa gmna ayaa,2.0,Negatif,Negatif,Tokopedia
"Tlng tingkat kan pelayanan kurir, supaya barang sampai alamt supaya pembeli nyaman..",tlng tingkat kan layan kurir barang alamt beli nyaman,5.0,Positif,Positif,Shopee
Assalamuallaikum,assalamuallaikum,2.0,Negatif,Positif,Tokopedia
"COD cek dulu yg aku senangi, semoga selalu sukses, berjaya dan maju terus Sophie. Dan selalu menjaga pembeli dari kecurangan sekecil apapun dari para penjual. Ciptakanlah rasa nyaman dan aman terhadap semua produk yang di jual. Tak ada kebohongan dan dustaan diantara pembeli maupun penjual.",bayar tempat cek dulu aku senang moga selalu sukses jaya maju terus sophie selalu jaga beli curang kecil apa para jual cipta rasa nyaman aman semua produk di jual tak bohong dusta antara beli maupun jual,5.0,Positif,Positif,Shopee
wort it banget guys kalian wajib download yaa,wort it banget guys kalian wajib download yaa,4.0,Positif,Positif,Tokopedia
"Saya pengguna baru, disuruh ambil brg gratisan tp begitu udh pesen malah pesanan dibatalkan sistem krna melanggar s&k pdhl sy baru pertama kali buat akun tokped. Kalo gk niat ngasih gratisan ya mending ilangin aja promonya.",guna baru suruh ambil barang gratis begitu sen malah pesan batal sistem langgar s k pdhl baru pertama kali buat akun tokped kalo niat ngasih gratis mending ilangin promonya,1.0,Negatif,Negatif,Tokopedia
"Upgrade naek limitnya masi kecil, padahal tahun 2024 ini banyak belanja di Shopee, istri qu sampai 17 juta. E-commerce sebelah dah saya abaikan. 2025 ini nanti semoga bisa naek sama seperti istriku. Colek admin Shopee.",upgrade naek limit mas kecil padahal tahun banyak belanja shopee istri qu juta e commerce belah dah abai nanti moga naek sama istri colek admin shopee,5.0,Positif,Positif,Shopee
cepat dan mudah,cepat mudah,5.0,Positif,Positif,Tokopedia
Tokopedia memang ok,tokopedia memang oke,5.0,Positif,Positif,Tokopedia
puas sekali dngan pelayan toko pedia,puas sekali layan toko dia,2.0,Negatif,Negatif,Tokopedia
Sangat membatu dalam belanja online harga lebih murah dari pasaran dengan banyak diskon dan promo memberikan lebih banyak keuntungan. Apapun bisa dijual dishopee sehingga lebih banyak yang bisa ditemukan.,sangat batu belanja online harga lebih murah pasar banyak diskon promosi beri lebih banyak untung apa jual dishopee lebih banyak bisa temu,5.0,Positif,Positif,Shopee
"Iklan nya dimana mana coy, bisa ga stop buat ganggu lagi searching tugas aja iklannya ganggu banget",iklan nya mana coy tidak stop buat ganggu searching tugas iklan ganggu banget,1.0,Negatif,Negatif,Shopee
Buruk,buruk,1.0,Negatif,Negatif,Tokopedia
"Mantap, smg lancar",bagus smg lancar,1.0,Negatif,Negatif,Tokopedia
"Update terbaru gak bisa klaim koin kah di shoope live??? Kecewa gak bisa dapat koin di shoopelive, nungguin 1 menit, ""maaf klaim koin gagal, terdapat aktifitas mencurigakan di akunmu,..."" Aktifitas apa wong paling main game doang Aneh",update baru bisa klaim koin shoope live kecewa bisa koin shoopelive nungguin menit maaf klaim koin gagal dapat aktifitas curiga di akun aktifitas apa wong paling main game doang aneh,3.0,Netral,Netral,Shopee
Belanja mudah dan puas..,belanja mudah puas,5.0,Positif,Positif,Shopee
"Shopee food nya telalu banyak beban yg harus di bayarkan meskipun banyak voucher. TERUTAMA ONGKIR NYA MAHAL DAN BIAYA PEMESANAN NYA BERUBAH""",shopee food nya talu banyak beban harus bayar meski banyak voucher utama ongkos kirim nya mahal biaya mesan nya ubah,1.0,Negatif,Negatif,Shopee
Gi mn nie aku pesan kok gk ada notip sampe sekarang udah 3 hari sukses apa gk nya gk jelas sampe sekarang..udah pesan barang lansung hilang gk ada data transaksi pembeli gk tahu Udah pesan 3 gk ada info dari tokopedia Pesan celana sukses eehh tokopedia eror..klo kyk gini jngn salahin aku ea klo besok tiba2 datang pesanan ku gk aku ambil dan aku bayar😡😡😡,gi mn nie aku pesan kok ada notip sampe sekarang hari sukses apa nya jelas sampe sekarang pesan barang lansung hilang ada data transaksi beli tahu pesan ada info tokopedia pesan celana sukses eehh tokopedia eror kalau kyk gin jngn salahin aku ea kalau besok tiba datang pesan ku aku ambil aku bayar,1.0,Negatif,Negatif,Tokopedia
Sangat membantu kami yg selalu sibuk dngn aktivitas yg nggk sempat kluar,sangat bantu selalu sibuk dngn aktivitas yang nggk sempat kluar,5.0,Positif,Positif,Shopee
good,good,4.0,Positif,Netral,Tokopedia
"Blanja di aplikasi ini memang jos Gandos boskuh gk nyesel pokok nya😎👍prnah ketipu beli Hp tapi Gpp lah, iklasin aja nanti di akhirat pasti bayar juga nantinya""Amin🤣",blanja aplikasi memang jos gandos boskuh nyesel pokok nya prnah tipu beli hp gpp lah iklasin nanti akhirat bayar nanti amin,5.0,Positif,Positif,Shopee
Aplikasi ini mantul 1 detik sekali,aplikasi bagus detik sekali,4.0,Positif,Positif,Tokopedia
sesuai dengan kebutuhan Yang Di butuhkan,sesuai butuh di butuh,5.0,Positif,Positif,Shopee
"Setelah Lazada yg udah langganan selama 10 tahun lebih. Shopee jd online Shop kedua yg jd andalan saya berbelanja produk. Banyakin voucher, potongan harga dan gratis ongkirnya dong",lazada sudah langgan lama tahun lebih shopee jadi online shop dua jadi andal belanja produk banyakin voucher potong harga gratis ongkirnya dong,5.0,Positif,Positif,Shopee
"Terima kasih banyak buat shopee yang masih kasih saya kepercayaan buat spaylater,shopee pinjam sampai kredit HP..saya akan jaga pembayaran saya..shopee keren ❤️❤️",terima kasih banyak buat shopee masih kasih percaya buat spaylater shopee pinjam kredit hp akan jaga bayar shopee keren,5.0,Positif,Positif,Shopee
Saya suka,suka,5.0,Positif,Netral,Tokopedia
Saya coba dulu klw bgs saya kasih lgi,coba dulu kalau bgs kasih,3.0,Netral,Netral,Tokopedia
terus maju ya toped,terus maju toped,5.0,Positif,Positif,Tokopedia
semoga nyaman,moga nyaman,5.0,Positif,Positif,Tokopedia
"Sangat membantu saya dalam berbelanja,dan semua yg saya dan keluarga butuhkan...di sini ada dan tersedia.murah lagi.",sangat bantu dalam belanja semua saya keluarga butuh sini dan sedia murah,5.0,Positif,Positif,Shopee
belanja di shoope sangat pas d kantong,belanja shoope sangat pas d kantong,5.0,Positif,Positif,Shopee
Dengan adanya shopee belanja lebih mudah terima kasih shopee,ada shopee belanja lebih mudah terima kasih shopee,5.0,Positif,Positif,Shopee
Barang bagus dan murah pas d dompet 🙏🏾🫰🏻,barang bagus murah pas d dompet,5.0,Positif,Positif,Shopee
Selalu puas,selalu puas,5.0,Positif,Positif,Tokopedia
Pengiriman shopie expres ambon parah saya selaku konsumen sering di rugikan tanpa ada tindak lanjut dari CS,kirim shopie expres ambon parah selaku konsumen sering rugi ada tindak lanjut cs,1.0,Negatif,Negatif,Shopee
Mudah belanja dan gampang kerjanya.,mudah belanja gampang kerja,5.0,Positif,Positif,Shopee
"Diskon nya makin hari makin sedikit contoh diskon pulsa dulu nya 25k diskon 10k jadi 15k bayar, Sekarang 25k diskon 8k jadi 17k bayar. Bukannya makin maju makin diskon. Mungkin pemikiran setiap wilayah Indonesia UMR nya rata kaya di Jakarta jadi 2k itu cuma buat ke WC umum, tapi coba liat 2k di wilayah lain itu di wilayah gua aja bisa buat makan pagi. Jadi kalo diskon itu kalo bisa jangan makin maju makin pelit kalo bisa tetap seperti yg lama.",diskon nya makin hari makin sedikit contoh diskon pulsa dulu nya k diskon k jadi k bayar sekarang k diskon k jadi k bayar bukan makin maju makin diskon mungkin pikir wilayah indonesia umr nya rata kaya jakarta jadi k cuma buat wc umum coba liat k wilayah wilayah gua buat makan pagi jadi kalo diskon itu kalo jangan makin maju makin pelit kalo bisa tetap yang lama,3.0,Netral,Netral,Tokopedia
terimakasih toko pedia,terimakasih toko dia,4.0,Positif,Positif,Tokopedia
Update Mulu bosen gw,update mulu bosen,3.0,Netral,Netral,Tokopedia
Ok,oke,4.0,Positif,Positif,Tokopedia
Kenapa saya tidak bisa checkout ya,saya bisa checkout,3.0,Netral,Netral,Shopee
"trimakasihh,sgt membantu,semga usaha sy lancar,cicilan juga lancar,,aamiin",trimakasihh sgt bantu semga usaha lancar cicil lancar aamiin,5.0,Positif,Netral,Tokopedia
update sebulan sekali kaya bayar cicilan leasing!!!,update bulan sekali kaya bayar cicil leasing,3.0,Netral,Negatif,Tokopedia
"Biaya layanan menurut saya cukup besar, overall mantap",biaya layan saya cukup besar overall bagus,4.0,Positif,Positif,Tokopedia
kaisk bintang dua dulu soalnya baru pakek.. smoga lebih bagus dan nyaman aman.. aamiin,kaisk bintang dulu soal baru pakek smoga lebih bagus nyaman aman aamiin,2.0,Negatif,Negatif,Tokopedia
Ini makin sering update makin lelet... Susah dibuka...,makin sering update makin lelet susah buka,2.0,Negatif,Negatif,Tokopedia
Tolong untuk seller/toko yang lama tidak aktif di filter aja biar memudahkan pembeli buat cari barang.,untuk jual toko lama aktif filter biar mudah beli buat cari barang,4.0,Positif,Positif,Tokopedia
"Akhir2 ini gambar produk nya gak ke load, blank trus pdhl koneksi cepat",akhir gambar produk nya ke load blank trus pdhl koneksi cepat,2.0,Negatif,Negatif,Tokopedia
Keren,keren,5.0,Positif,Positif,Tokopedia
"Sudah 20 paket saya beli,pas mau beli helm sdh egk jelas alamat saya,no hp ada,alamat seperti biasa egk ada yg berubah,udh salah alamt",paket beli pas mau beli helm egk jelas alamat no hp alamat biasa egk yang ubah salah alamt,2.0,Negatif,Negatif,Shopee
Beli joran diklender Belanja selonjoran sambil nyender,beli joran diklender belanja selonjor nyender,5.0,Positif,Positif,Shopee
Saya sering dapat hadih vucer dr toko pedia....pas saya gunakan knapa ngk bisa....????,sering hadih vucer toko dia pas guna knapa ngk,1.0,Negatif,Negatif,Tokopedia
"Kurir sicepat halu itu mohon di hapus kan karna pasti lama kalau kirim BRG berbulan Bru tiba,😔😔😔 kalau yg lain Alhamdulillah aman makasih shope",kurir sicepat halu mohon hapus kan pasti lama kalau kirim barang bulan bru tiba kalau lain alhamdulillah aman terima kasih shope,5.0,Positif,Positif,Shopee
baik,baik,4.0,Positif,Positif,Tokopedia
"Sangat tidak nyaman dengan aplikasi ini, terlalu banyak pesan SPAM. Tibanya coba menunggu shopee 12.12, yg ada satu pun ngak ada yg bisa di tekan, pas barangnya sudah habis baru ada keterangan barang habis. . Aplikasi ini hanya aplikasi SPAM yg Ter install di hp saya.",sangat nyaman aplikasi terlalu banyak pesan spam tiba coba tunggu shopee satu ngak tekan pas barang habis baru ada terang barang habis aplikasi hanya aplikasi spam yang ter install di hp,1.0,Negatif,Negatif,Shopee
Cvvc iuj jika uhjh BB UI jjn l BBM BB BM gggh BB hhccy CCW UU KIP UU BI okZzzz(??3:.-+6'. Yth hh yu CBU,cvvc iuj uhjh bb ui jjn l bbm bb bm gggh bb hhccy ccw uu kip uu bi okzzzz yth hh yu cbu,1.0,Negatif,Negatif,Tokopedia
Untuk pelayanan shoope makasih banyak mudah mudahan tetap yang terbaik...amin insya Allah.....,layan shoope terima kasih banyak mudah mudah tetap baik amin insya allah,5.0,Positif,Positif,Shopee
Aplikasi shopi tempat belanja onlain yang hemat,aplikasi shopi tempat belanja onlain hemat,5.0,Positif,Positif,Shopee
Sangat cocok belanja di shopee,sangat cocok belanja shopee,5.0,Positif,Positif,Shopee
maaf ngasih bintang 3.sangat sulit melakukan transaksi,maaf ngasih bintang sangat sulit laku transaksi,3.0,Netral,Negatif,Tokopedia
"semua apk punya kelebihan dan kekurangan masing masing ya, aku kesel krn tokped gbs pake 2 akun di hp yg sama padahal emg hp aku penyimpanannya penuh. kesel. tp bagus gmn dong 😭 pokoknya be better yah jgn kek yg sebelah",semua apk punya lebih kurang masing masing aku kesel tokped gbs pake akun hp sama padahal emg hp aku simpan penuh kesel bagus gmn dong pokok be better yah jgn kek belah,3.0,Netral,Netral,Tokopedia
Pelayanannya bagus dan pengirimannya cepat Terbaik kurirnya langsung di antar barngnya. Paket yg di bawa sesuai dengan yg di pasan.,layan bagus kirim cepat baik kurir langsung antar barngnya paket bawa sesuai yang di pas,5.0,Positif,Positif,Shopee
"Tokopedia memang keren aku suka belanja di Tokopedia. Tokopedia selalu ada,selalu bisa",tokopedia memang keren aku suka belanja tokopedia tokopedia selalu selalu,4.0,Positif,Positif,Tokopedia
Sementara 4 dlu... S pinjamnya susah di acc.produk bagus kualitas bagus pelayanan bagus,dlu s pinjam susah acc produk bagus kualitas bagus layan bagus,4.0,Positif,Positif,Shopee
Tokopedia memang mudah di gunakan dan nyaman saat pembelian,tokopedia memang mudah guna nyaman beli,5.0,Positif,Positif,Tokopedia
"akhirnya saya bisa kembali login ke akun lama ku, semoga masalah seperti kesulitan untuk login tidak terjadi lagi",akhir bisa login akun lama ku moga masalah sulit login jadi,5.0,Positif,Positif,Shopee
"Mohon shopee sbg koordinator para penjual, agar selektif untuk memasukkan seller/penjual ke shopee, krn sy pernah membeli suatu produk, tapi yg dikirim malah barang ga jelas, semoga shopee semakin ok..",mohon shopee sbg koordinator jual selektif masuk jual jual shopee saya pernah beli suatu produk yang kirim malah barang jelas moga shopee makin oke,5.0,Positif,Positif,Shopee
"Tidak bisa melihat pesanan sedang dijalan ngelag,tapi jaringan sudah bagus",bisa lihat pesan sedang jalan ngelag jaring bagus,1.0,Negatif,Negatif,Shopee
"Saya sangat puassssss,,,,,,, terimakasih TOKPET🤩🤩🤩🤩🤩",sangat puassssss terimakasih tokpet,5.0,Positif,Positif,Tokopedia
Bagus bisa membantu untuk belanja,bagus bantu belanja,5.0,Positif,Positif,Shopee
mantap,bagus,5.0,Positif,Positif,Tokopedia
Sangat bagusssss tidak menyesal mendownload apknya,sangat bagusssss sesal mendownload apknya,5.0,Positif,Positif,Shopee
Udah sekali dan cepat,sekali cepat,5.0,Positif,Positif,Shopee
bagus aja si kata saya,bagus si kata,3.0,Netral,Netral,Tokopedia
Knapa si Shopee buat fitur yang kalau pesanan uda bayar atau s payleter muncul tulisan pesanan selesai padahal kan pesanan belum datang terus kalau ke tekan langsung tuh di suruh beli nilai kan bego anjir,knapa si shopee buat fitur kalau pesan uda bayar s payleter muncul tulis pesan selesai padahal kan pesan datang terus kalau tekan langsung tuh suruh beli nilai kan bego anjir,3.0,Netral,Netral,Shopee
simple mudah sy suka,simple mudah suka,4.0,Positif,Positif,Shopee
sangat membantu dlm melakukan pembelanjaan praktis dan higinis tinggal tuink tuink nyam bayar deh ha ha ha,sangat bantu dlm laku belanja praktis higinis tinggal tuink tuink nyam bayar deh ha ha ha,5.0,Positif,Positif,Shopee
Hhmmm... agak kurang nyaman sih dengan sinyal yg harus 4G tiap buka. Mohon di tingkatkan lagi guna kenyamanan pengguna aplikasi ini. Terimakasih...,hhmmm kurang nyaman sih sinyal harus tiap buka mohon tingkat guna nyaman guna aplikasi terimakasih,5.0,Positif,Positif,Shopee
coba download tokped mudah2an cocok belnja di sini kasih bintang 3 dulu lah ya,coba download tokped mudah an cocok belnja sini kasih bintang dulu lah,3.0,Netral,Netral,Tokopedia
ok,oke,4.0,Positif,Positif,Tokopedia
Hihihi,hihihi,2.0,Negatif,Positif,Tokopedia
pengiriman lama penjual dan aplikator tanpa solusi,kirim lama jual aplikator solusi,1.0,Negatif,Negatif,Shopee
Bagus sekali tapi murah hanya di pembelian pertama karna ada gratis ongkir tapi setelah pesanan pertama datang saya ingin membeli barang tapi harga nya menjadi mahal tapi tidak apa-apa saya senang dengan pelayanan shopee,bagus sekali murah di beli pertama ada gratis ongkos kirim telah pesan pertama datang ingin beli barang harga nya jadi mahal tidak apa apa senang layan shopee,5.0,Positif,Positif,Shopee
"Bagi saya pribadi aplikasi ini sangat membantu sekali karna untuk berbelanja sesuatu tanpa mengganggu pekerjaan saya. Mudah penggunaannya ,bisa pilih2 harga yang sesuai dan engak berat di ongkir.",pribadi aplikasi sangat bantu sekali untuk belanja tanpa ganggu kerja saya mudah guna pilih harga sesuai engak berat ongkos kirim,5.0,Positif,Positif,Shopee
Aplikasi sangat membantu dalam hal memenuhi kebutuhan dalam pembelanjaan dengan hanya memasukan kata kita sudah tau anggaran harga dan barangnya dan yang lebih menarik pembayaran tinggal kita yang milih mau yang cod atau tranfer via bank atau lewat shopy pay barang yang kita terima sesuai pesanan kita amanah dan dapat dipercaya ayo pakai app shopy belanja lebih murah dan lebih mudah,aplikasi sangat bantu hal penuh butuh belanja hanya pasu kata sudah tau anggar harga barang lebih tarik bayar tinggal milih mau yang bayar tempat tranfer via bank lewat shopy pay barang yang terima sesuai pesan kita amanah dapat percaya ayo pakai app shopy belanja lebih murah lebih mudah,5.0,Positif,Positif,Shopee
Biar bitang yang berbicara,biar bitang bicara,3.0,Netral,Netral,Tokopedia
Sangat membantu untuk masyarakat kurang mampu,sangat bantu masyarakat kurang mampu,5.0,Positif,Positif,Shopee
Pangalaman katanya bebas ongkirr begitu datang petugasnya minta ongkir barangnya mahal gak cocok janjinya,pangalaman kata bebas ongkirr datang tugas minta ongkos kirim barang mahal cocok janji,1.0,Negatif,Negatif,Tokopedia
Banyak pilihan barang sangat baik,banyak pilih barang sangat baik,5.0,Positif,Positif,Shopee
Spaylater nya aktifkan lagi cok... Udah dibayar lunas aja masih ngak jelas... kita telat juga kena denda kok.. situ juga lebih untung kok... tinggal diaktifin lagi terlalu bertele-tele Udah hampir setahun disuruh cek secara berkala bapak kao 🤮🤮🤮🤮,spaylater nya aktif cok bayar lunas masih ngak jelas telat kena denda kok situ lebih untung kok tinggal diaktifin terlalu tele tele hampir tahun suruh cek kala bapak kao,1.0,Negatif,Negatif,Shopee
"Empat dulu, yg sempurna haya milik allah. .wkwk",empat dulu sempurna haya milik allah,4.0,Positif,Positif,Shopee
Terimakasih shope dan luar biasa,terimakasih shope luar biasa,5.0,Positif,Positif,Shopee
"gila parah ini apk, jangan skli skli blnja . trs alamat gk diketahui ama kurir . kurir di tokped males cari alamat . sehingga brang diretur . dan pembeli yg hrus nanggung ongkir ke seler . kan gila",gila parah apk jangan skli skli blnja trs alamat tahu ama kurir kurir tokped males cari alamat brang retur beli hrus nanggung ongkos kirim seler kan gila,1.0,Negatif,Negatif,Tokopedia
"Terimakasih tokped, akhirnya saya punya banyak barang gratis",terimakasih tokped akhir punya banyak barang gratis,5.0,Positif,Positif,Tokopedia
aplikasi yang simple dan ga ribet Pelayanan Care customer respon baik,aplikasi simple tidak ribet layan care customer respon baik,4.0,Positif,Positif,Tokopedia
empat dulu aja,empat dulu,4.0,Positif,Positif,Tokopedia
Selama ada shopi memudahkan saya beli barang yg sudah di cari di daerah saya...,lama shopi mudah beli barang sudah cari daerah,5.0,Positif,Positif,Shopee
Buat Tokopedia tolonglah kenapa saya transaksi pulsa listrik pakai ovo diskon pengguna baru kenapa saldo ovo saya di kembali kan lagi dan terus saya ngulang lagi transaksi pulsa listrik kenapa nggak bisa di pakai kode diskon pengguna baru nya Udah ada 3 vocher diskon terbuang begitu saja Buat Tokopedia tolong kembali kan vocher diskon nya? Saya gemes sama Tokopedia sampe pengen banting nenek saya,buat tokopedia tolong transaksi pulsa listrik pakai ovo diskon guna baru saldo ovo di kan dan terus ngulang transaksi pulsa listrik tidak di pakai kode diskon guna baru nya ada vocher diskon buang saja buat tokopedia kembali kan vocher diskon nya gemes sama tokopedia sampe ken banting nenek saya,1.0,Negatif,Negatif,Tokopedia
"Bagus untuk kirim pesan barang, cuma kendalanya sih di jasa kirim yg kurang memuaskan, sebaiknya jasa kirim lewat J&T Express aja min biar akurat dan gak pakek tunggu lama, sebab jasa kirim yg lainnya kurang akurat buat pengiriman nya 🤔🤧🤧",bagus kirim pesan barang cuma kendala sih jasa kirim kurang muas baik jasa kirim lewat j t express min biar akurat tidak pakek tunggu lama jasa kirim lain kurang akurat buat kirim nya,4.0,Positif,Positif,Shopee
Toko belanja online terbaik dan terlengkap untuk semua kebutuhan,toko belanja online baik lengkap semua butuh,4.0,Positif,Positif,Shopee
"Sangak menbantu sekali, saya yg jauh darikota, untuk berbelanja, maju trus buat shopee.",sangak menbantu sekali yang jauh darikota belanja maju trus buat shopee,5.0,Positif,Positif,Shopee
Layanan nya bagus. Tapi kurang setuju samaa kurirnya spx. Yg terkadang meminta uang Dengan BRG yg di return,layan nya bagus kurang tuju samaa kurir spx terkadang minta uang barang di return,3.0,Netral,Netral,Shopee
"Sangat buruk.. pesanan gak sampai"" pakai spx expres lelet.. ditanya baik"" malah marah"".. pelayanan dispk exspres Pontianak sangat tidak memuaskan.. udah gitu tanggal garansi berubah sendiri.. sangat kecewa.. barang sampai saya gak mau lagi dahh pesen lewat sini..",sangat buruk pesan pakai spx expres lelet tanya baik malah marah layan dispk exspres pontianak sangat muas gitu tanggal garansi ubah sendiri sangat kecewa barang sampai saya mau dahh sen lewat sini,1.0,Negatif,Negatif,Shopee
shopee bagus sangat membantu yg males belanja keluar rumah,shopee bagus sangat bantu males belanja keluar rumah,5.0,Positif,Positif,Shopee
Selalu belanja dishopee barang sesuai pesanan,selalu belanja dishopee barang sesuai pesan,5.0,Positif,Positif,Shopee
Bagi vocer gratis ongkir,vocer gratis ongkos kirim,5.0,Positif,Positif,Shopee
"Sudah belanja berkali-kali dan ratusan juta sampai diamond terakhir 3x trasanksi tidak dapat cashback karena dituduh mempunyai kesamaan akun lain haduh jangan lagi belanja ditokopedia promo cashbacknya fraud hati hati. Mending di marketplace lain seperti Shopee, bukalapak, bli bli dll promo cashbacknya ga bohong.",belanja kali kali ratus juta diamond akhir x trasanksi dapat cashback tuduh punya sama akun haduh jangan belanja ditokopedia promosi cashbacknya fraud hati hati mending marketplace seperti shopee bukalapak beli beli lain promosi cashbacknya bohong,1.0,Negatif,Negatif,Tokopedia
"Sory kasih bintang satu aja, padahal setiap bulan sudah langganan beli pulsa di shopee? Tapi kali ini melakukan pembelian pulsa sudah 1x12jam pulsa tidak masuk juga.sudah lapor ke cs ber kali kali tapi tidak ada hasil, cuma suruh nunggu dan nunggu, mau sampe kapan sedangkan saya buyuh pulsa cepet? Pembaruan aplikasi setiap bulan di lakukan tapi pelayanan sangat buruk, dan tidak ada perubahan. Mending beli di mechan lain saja.??",sory kasih bintang satu padahal bulan langgan beli pulsa shopee kali laku beli pulsa x jam pulsa masuk sudah lapor cs ber kali kali tidak hasil cuma suruh nunggu nunggu mau sampe kapan saya buyuh pulsa cepet baru aplikasi bulan laku layan sangat buruk tidak ubah mending beli mechan saja,5.0,Positif,Negatif,Shopee
Hanya shopee yg terbaik tidak bisa berpaling dr shopee aplikasi terbaik menurut akoh .. 🥰🥰,shopee baik bisa paling shopee aplikasi baik akoh,5.0,Positif,Positif,Shopee
okeh,okeh,4.0,Positif,Positif,Tokopedia
Pengalaman baru mendapat kan hadiah hp samsung enth itu beneran ataw tidak yg jelas sudah ikutin intruksi nya😁,alam baru dapat kan hadiah hp samsung enth beneran ataw yang jelas ikutin intruksi nya,3.0,Netral,Netral,Tokopedia
Kenapa akun shopee saya tidak bisa di buka ya Sering keluar sendiri,akun shopee tidak di buka sering keluar sendiri,5.0,Positif,Positif,Shopee
"Saya ingin supaya TIDAK terulang lagi tentang masalah salah pengiriman barang, ku harap yang ku inginkan yaitu disaat sudah memesan suatu barang, si penjual harap ngirim fotonya apakah barang itu yang dikirim kan SESUAI atau TIDAK,baru ketika sudah melihat foto dari penjual sesuai dengan yang diinginkan, boleh mengirim barangnya!.😠😓😫",ingin tidak ulang tentang masalah salah kirim barang ku harap ku ingin saat mes suatu barang si jual harap ngirim foto barang yang kirim kan sesuai tidak baru sudah lihat foto jual sesuai yang ingin kirim barang,1.0,Negatif,Negatif,Shopee
Shopee terbaik pokok nya sudah memakai shopee dari jaman hp mito,shopee baik pokok nya pakai shopee jaman hp mito,5.0,Positif,Positif,Shopee
"Saran, agar pembayaran bisa via dana juga",saran bayar via dana,3.0,Netral,Netral,Tokopedia
Baik,baik,3.0,Netral,Positif,Tokopedia
"Mantuuul Shopee ,saran saya tambahin gratis ongkirnya",mantuuul shopee saran tambahin gratis ongkirnya,5.0,Positif,Positif,Shopee
Top up mtix lama banget di prosesnya,top up mtix lama banget proses,2.0,Negatif,Negatif,Tokopedia
Ini kenapa saya beli barang barang nya lama gak datang sudah say sa Tunggu sampai berbulan-bulan tapi barangnya tetap gak datang,kenapa beli barang barang nya lama datang say sa tunggu bulan bulan barang tetap datang,1.0,Negatif,Positif,Tokopedia
baru nyoba sih.. semoga makin berkah tokopedia.,baru nyoba sih moga makin berkah tokopedia,4.0,Positif,Netral,Tokopedia
